Localidad,UPZ,Barrio
Ciudad Bolívar,El Tesoro (UP,Acapulco
Ciudad Bolívar,El Tesoro (UP,Arabia
Ciudad Bolívar,El Tesoro (UP,Bogotá Sur
Ciudad Bolívar,El Tesoro (UP,Buenos Aires
Ciudad Bolívar,El Tesoro (UP,Casa de Teja
Ciudad Bolívar,El Tesoro (UP,Divino Niño
Ciudad Bolívar,El Tesoro (UP,El Consuelo
Ciudad Bolívar,El Tesoro (UP,El Mochuelo I
Ciudad Bolívar,El Tesoro (UP,El Reflejo
Ciudad Bolívar,El Tesoro (UP,El Tesoro
Ciudad Bolívar,El Tesoro (UP,Inés Elvira
Ciudad Bolívar,El Tesoro (UP,La Cumbre
Ciudad Bolívar,El Tesoro (UP,Los Duques
Ciudad Bolívar,El Tesoro (UP,Minuto de María
Ciudad Bolívar,El Tesoro (UP,Monterrey
Ciudad Bolívar,El Tesoro (UP,Ocho de Diciembre
Ciudad Bolívar,El Tesoro (UP,Potreritos
Ciudad Bolívar,El Tesoro (UP,Quiba
Ciudad Bolívar,El Tesoro (UP,República de Canadá
Ciudad Bolívar,El Tesoro (UP,República de Venezuela
Ciudad Bolívar,El Tesoro (UP,San Joaquín del Vaticano
Ciudad Bolívar,El Tesoro (UP,San Rafael Sur
Ciudad Bolívar,El Tesoro (UP,Tesorito
Ciudad Bolívar,Ismael Perdomo (UP,Barlovento
Ciudad Bolívar,Ismael Perdomo (UP,Bella Estancia
Ciudad Bolívar,Ismael Perdomo (UP,Bonanza Sur
Ciudad Bolívar,Ismael Perdomo (UP,Caracolí
Ciudad Bolívar,Ismael Perdomo (UP,Casa Loma Casavianca
Ciudad Bolívar,Ismael Perdomo (UP,Cerro del Diamante
Ciudad Bolívar,Ismael Perdomo (UP,El Espino
Ciudad Bolívar,Ismael Perdomo (UP,El Porvenir
Ciudad Bolívar,Ismael Perdomo (UP,El Rincón del Porvenir
Ciudad Bolívar,Ismael Perdomo (UP,El Rosal
Ciudad Bolívar,Ismael Perdomo (UP,Galicia
Ciudad Bolívar,Ismael Perdomo (UP,Ismael Perdomo
Ciudad Bolívar,Ismael Perdomo (UP,La Carbonera
Ciudad Bolívar,Ismael Perdomo (UP,La Estancia
Ciudad Bolívar,Ismael Perdomo (UP,Mirador de la Estancia
Ciudad Bolívar,Ismael Perdomo (UP,Mirador de Primavera
Ciudad Bolívar,Ismael Perdomo (UP,Perdomo Alto
Ciudad Bolívar,Ismael Perdomo (UP,Rincón de Galicia
Ciudad Bolívar,Ismael Perdomo (UP,Rincón de la Estancia
Ciudad Bolívar,Ismael Perdomo (UP,Rincón de la Valvanera
Ciudad Bolívar,Jerusalén (UP,Arborizadora Alta
Ciudad Bolívar,Jerusalén (UP,Bella Vista
Ciudad Bolívar,Jerusalén (UP,Florida del Sur
Ciudad Bolívar,Jerusalén (UP,Jerusalén
Ciudad Bolívar,Jerusalén (UP,La Pradera
Ciudad Bolívar,Jerusalén (UP,Las Brisas
Ciudad Bolívar,Jerusalén (UP,Las Vegas de Potosí
Ciudad Bolívar,Jerusalén (UP,Nueva Argentina
Ciudad Bolívar,Jerusalén (UP,Paraíso
Ciudad Bolívar,Jerusalén (UP,Potosí
Ciudad Bolívar,Jerusalén (UP,Tanque Laguna
Ciudad Bolívar,Jerusalén (UP,Verona
Ciudad Bolívar,Jerusalén (UP,Villas de Bolívar
